datetime,AMD,EWJ,DXJ,EWH,FXI,MCHI,KWEB,EWG,EWU,EWZ,INDA,EEM,EFA,GLD,IAU,SLV,PPLT,PALL,DBC,GSG,USO,UNG,DBA,CORN,WEAT,SOYB,DBB,CPER,TLT,IEF,SHY,LQD,HYG,TIP,EMB,BND,SPY,QQQ,IWM,DIA,VTI,VNQ,XLF,XLE,XLK,XLV,XLI,XLP,XLY,XLU,XLB,XLC,XLRE,IBIT,FBTC,ETHA,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AVGO,INTC,CRM,ORCL,ADBE,NFLX,CSCO,QCOM,TXN,MU,IBM,NOW,SHOP,SNOW,PLTR,DDOG,MDB,ZS,CRWD,NET,OKTA,TWLO,DOCU,CDNS,SNPS,ANET,DELL,HPE,STX,WDC,NTAP,SMCI,ARM,TSM,VRT,AMAT,LRCX,KLAC,ASML,MRVL,NXPI,ON,MCHP,ADI,SWKS,TER,ENTG,JPM,BAC,WFC,GS,MS,C,V,MA,AXP,BLK,SCHW,USB,PNC,TFC,BK,MET,PRU,AIG,TRV,ALL,CB,CME,ICE,NDAQ,CBOE,SPGI,MCO,FICO,JNJ,UNH,LLY,PFE,MRK,ABBV,TMO,ABT,DHR,BMY,AMGN,GILD,CVS,MDT,ISRG,BIIB,VRTX,REGN,WMT,COST,HD,PG,KO,PEP,MCD,NKE,SBUX,DIS,TGT,LOW,MDLZ,KHC,GIS,KMB,CL,YUM,DRI,CCL,RCL,MNST,CAT,BA,HON,GE,LMT,RTX,DE,UPS,HWM,GD,NOC,LHX,EMR,ETN,FDX,XOM,CVX,COP,SLB,EOG,MPC,PSX,VLO,OXY,HAL,BKR,FANG,F,GM,RIVN,LCID,UBER,LYFT,ABNB,EXPE,TRIP,BABA,JD,PDD,BIDU,NTES,NIO,LI,XPEV,TCOM,YUMC,ZTO,HTHT,TME,BILI,BEKE,FUTU,TIGR,IQ,FCX,NEM,GOLD,RIO,BHP,VALE,AA,CLF,NUE,STLD,MP,ALB,SQM,SMR,OKLO,CCJ,UEC,ENPH,FSLR,PLUG,BE,VST,CEG,TLN,NRG,NEE,DUK,SO,D,AEP,TMUS,VZ,T,CMCSA,WBD,PARA,FOX,NYT,OMC,COIN,MSTR,MARA,RIOT,HOOD,CLSK,WULF,CORZ,IREN,IONQ,RGTI,QBTS,QUBT,ARQQ,LAES,RKLB,ASTS,LUNR,AVAV,JOBY,ACHR,CRWV,NBIS,APLD,GLXY,MOD,EME,WLDN,RDDT,SPOT,SNAP,PINS,EBAY,ETSY,W,CPNG,SE,PM,MO,BUD,STZ,TAP,SAM,KDP,CELH,ADM,BG,CTVA,MOS,CF,NTR,DOW,DD,LYB,EMN,IP,PKG,PYPL,XYZ,FI,GPN,JKHY,WEX,ACN,CTSH,IT,INFY,WIT,LVS,WYNN,MGM,MAR,HLT,HGV,O,SPG,PLD,AMT,CCI,EQIX,DLR,WELL,MMC,AON,WTW,BRO,CHGG,DUOL,TOST,CHWY,ARKK,ARKW,ARKF,SMH,SOXX,IGV,XBI,IBB,XRT,XHB,XAR,PPA,XOP,OIH,ICLN,TAN,GDX,GDXJ,SIL,SILJ,PICK,XME,REMX,LIT,URA,NLR,IYR,REM,KBE,KRE,ZIM,SBLK,GNK,STNG,MATX,DAC,SFL,EGLE,GOGL,DSX,ESEA,GSL,SB,PANL,TNK,EWY,EWT,EWA,ITB,HIVE,ONTO,MKSI,AEHR,SCCO,AEM,RGLD,PAAS,HL,CDE,MTRN,ACMR,UCTT,ICHR,CRUS,DIOD,RMBS,ALGM,SITM,LSCC,FORM,COHU,MRAM,MRNA,INCY,BMRN,UTHR,NBIX,JAZZ,IONS,SRPT,RARE,CRSP,NTLA,BEAM,EDIT,VIR,ARWR,PCVX,KRYS,SEDG,RUN,CHPT,QS,SLDP,MVST,NXT,FLNC,STEM,WPM,AU,KGC,AG,EXK,IAG,FSM,SVM,LAC,UUUU,DNN,LEU,NOV,WFRD,LBRT,PUMP,VAL,RIG,NE,PTEN,NCLH,UAL,DAL,AAL,LUV,ALK,JBLU,ULCC,CZR,PENN,DKNG,MCRI,BYD,BITF,HUT,BTBT,YMM,LEGN,GDS,VNET,DQ,JKS,CSIQ,NIU,QFIN,VWO,EWP,EWI,EWL,EWN,EWQ,EWK,EZA,TUR,THD,EPU,ECH,ARGT,CQQQ,ASHR,GXC,EWW,EWS,EWM,EPHE,EIDO,ENZL,EIS
1995-03-06,16.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.26562,,,,,,,,,,,,,,,,,,,,0.35267901,4.28516,,,,,,,5.03125,,2.44444,4.5625,,1.93056,1.84375,5.42969,16.78125,19.38934,,,,,,,,,,,,,5.83333,12.75,,,,,5.43273,,,,,,3.10938,1.38333,1.5125,,,,,2.44444,6.34375,3.33333,10.125,,13.0,12.375,6.5,,10.5,62.665,,,9.51889,,2.21,4.55556,24.625,10.8125,8.28122,,,322.76544,25.25,13.3125,7.91667,,,,,8.27815,7.5,6.22222,14.75,5.34375,17.03125,6.47335,18.93,,21.94444,7.96799,2.41543,14.75254,8.39062,0.46875,7.91,7.90625,,0.625,6.75,6.0,4.125,6.5,9.80556,16.8125,14.19,19.875,16.9375,2.39062,0.78906298,18.45577,5.6875,4.03125,,,15.72,24.74832,7.875,,,11.8125,12.4375,0.0091145001,12.46875,23.4375,17.072594,43.73099,23.92638,5.20178,12.79,,,11.4375,21.51459,10.48137,16.15625,10.81913,12.6662,16.25,24.0,13.57876,14.40625,5.15625,,,3.88483,9.82013,8.96425,20.0,,9.71686,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.125,22.75,12.3125,11.69018,,28.69,4.84375,13.59375,,,6.75,2.39776,,,,,,,,,,,,,4.34375,33.77644,12.14164,18.3125,32.375,,23.71964,15.53059,2.44064,,16.968,,10.5,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,1.40625,,,,,,,,,,,,21.125,,4.5625,8.125,,,,13.85829,,,24.0,,,21.75,38.85705,,26.94,35.98,,,,1.94444,,1.78125,,,,10.96875,,,,,6.28125,,,,9.02374,22.73951,,,,,,22.0,13.8125,15.55556,,0.89583302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.26,,,,,,,,,,,,,,,,,,,,10.75,8.125,,9.375,166.25,16.5,,,,18.625,1.08642,,,,6.15625,,7.78125,,,3.9375,,,,,8.375,,,,,,,,122.2,,,,,,,,,,,,,,13.875,,,,,,,,,,,,,,,14.8299,,0.875,,,,,3.30864,3.46875,,,,0.153082,,2.125,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-13,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5625,,,,,,,,,,,,,,,,,,,,0.31361601,4.37109,,,,,,,5.055664,,2.47222,4.75,,1.94097,2.046875,5.46875,17.46875,19.74785,,,,,,,,,,,,,5.72222,12.59375,,,,,5.19652,,,,,,3.42188,1.34167,1.53125,2.23828,,,,2.59259,6.75,3.70833,10.3125,,13.125,12.46875,6.28125,,10.71875,64.325,,,9.48242,,2.42,4.66667,24.5,10.0625,8.28122,,,331.45679,25.375,13.6875,8.041667,,,,,8.30771,7.5,5.7037,15.625,5.82812,17.21875,6.78961,19.89,,22.5,8.27661,2.38392,15.40689,8.23438,0.421875,8.31,8.45312,,0.6875,6.5,5.875,4.0625,6.625,10.16667,17.34375,14.56,20.0625,17.5625,2.38281,0.796875,18.20915,5.75,4.1875,,,15.72,24.80824,8.32812,,,11.5625,12.75,0.008138,12.875,24.8125,17.24107,43.33162,26.75,5.21161,12.85,,,11.71875,21.45812,10.54043,16.25,10.90048,13.24537,16.3125,24.0,13.34054,14.65625,5.4375,,,3.8277,9.88001,8.93447,19.625,,9.39753,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75,23.5,12.40625,11.79817,,28.22,4.84375,13.46875,,,6.4375,2.86027,,,,,,,,,,,,,4.4375,34.10331,12.37072,18.125,32.25,,23.94447,16.097054,2.47969,,16.968,,11.0,6.9375,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,1.28125,,,,,,,,,,,,21.25,,4.5,8.0,,,,13.85829,,,25.25,,,22.75,40.64358,,27.44,35.43,,,,1.96296,,1.83333,,,,11.1875,,,,,6.09375,,,,8.90262,23.55163,,,,,,21.875,13.77083,15.94444,,0.91666698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.52,,,,,,,,,,,,,,,,,,,,11.375,7.9375,,10.125,177.5,16.625,,,,18.625,1.11111,,,,6.15625,,7.9375,,,3.96875,,,,,7.0,,,,,,,,81.25,,,,,,,,,,,,,,14.25,,,,,,,,,,,,,,,14.74057,,0.9375,,,,,3.33333,3.4375,,,,0.157793,,2.375,13.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-20,17.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.21875,,,,,,,,,,,,,,,,,,,,0.33705401,4.61719,,,,,,,5.38281,,2.37963,6.28125,,2.020833,2.03125,5.85938,19.59375,19.98685,,,,,,,,,,,,,5.72222,12.75,,,,,5.14928,,,,,,3.70312,1.6,1.59375,2.56641,,,,2.61728,6.8125,3.70833,10.5,,12.875,12.21875,6.21875,,10.40625,64.74,,,9.92007,,2.31,4.68056,24.375,10.1875,8.47997,,,334.61728,25.3125,14.25,8.083333,,,,,8.4851,7.5,6.2037,15.46875,5.79688,18.40625,6.98727,19.72,,22.66667,8.473,2.41543,15.28792,8.4375,0.421875,8.44,8.75,,0.66666698,6.625,6.25,4.10417,7.25,9.55556,17.5,14.44,20.125,17.75,2.32812,0.70703101,18.25025,5.91667,4.14062,,,15.66,25.10786,8.46875,,,11.375,12.5,0.0084635001,12.75,24.875,17.29723,43.93068,26.75,5.30994,13.33,,,11.625,21.62753,11.1014,16.5,10.84625,13.22019,16.46875,24.25,13.34054,14.625,5.3125,,,3.742,9.88001,8.84512,19.875,,9.30629,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25,23.875,12.625,11.4742,,30.66,4.59375,12.8125,,,6.25,2.99416,,,,,,,,,,,,,4.39062,33.44957,12.37072,18.0625,32.125,,24.33792,16.097054,2.55779,,16.646,,11.375,7.10938,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,1.29688,,,,,,,,,,,,22.33333,,5.03125,7.6875,,,,13.68062,,,25.875,,,23.37,41.76016,,27.059999,36.29,,,,1.98148,,1.79167,,,,11.875,,,,,6.4375,,,,8.72093,23.43561,,,,,,21.875,13.75,16.27778,,0.89583302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.06,,,,,,,,,,,,,,,,,,,,11.125,7.75,,9.875,173.75,16.75,,,,18.3125,1.11111,,,,6.34375,,7.625,,,3.46875,,,,,6.8125,,,,,,,,162.5,,,,,,,,,,,,,,15.375,,,,,,,,,,,,,,,15.36592,,0.9375,,,,,3.40741,3.6875,,,,0.150727,,2.125,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-27,16.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.10938,,,,,,,,,,,,,,,,,,,,0.31473199,4.44531,,,,,,,5.30469,,2.31482,6.1875,,2.11806,2.046875,5.53125,19.03125,19.62835,,,,,,,,,,,,,5.88889,11.9375,,,,,5.19652,,,,,,3.44531,1.49167,1.58125,2.63672,,,,2.77778,6.375,3.75,10.375,,12.58333,12.6875,6.34375,,10.1875,64.1175,,,10.17536,,2.39,4.65278,24.375,9.9375,8.74496,,,329.086426,25.0,14.375,8.41667,,,,,8.4851,7.4375,7.11111,14.875,5.84375,18.28125,6.77973,19.27,,22.61111,8.024103,2.40493,14.96074,8.42188,0.40625,9.31,8.67188,,0.625,6.75,6.25,4.27083,7.375,9.83333,16.5625,14.09,19.5625,17.0625,2.34375,0.75,17.59258,5.95833,4.3125,,,14.91,24.92809,8.25,,,11.6875,13.0625,0.0084635001,13.875,26.875,17.63419,43.13194,26.4375,5.43778,13.54,,,11.75,22.079281,11.30807,16.625,11.76818,13.62309,16.65625,24.0,13.95992,14.90625,6.15625,,,4.19904,10.4788,8.66644,20.375,,9.8081,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.75,24.875,13.0,11.3932,,31.12,4.8125,14.0625,,,6.375,2.92113,,,,,,,,,,,,,4.54688,33.34061,12.44709,18.0,31.75,,23.77584,15.86103,2.43088,,16.507,,11.5625,6.84375,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,1.1875,,,,,,,,,,,,21.79167,,5.25,8.1875,,,,13.23644,,,24.75,,,24.42,43.62114,,27.81,36.97,,,,1.96296,,1.70833,,,,10.75,,,,,7.5625,,,,8.78149,22.62349,,,,,,21.875,13.6875,16.22222,,0.91145802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86,,,,,,,,,,,,,,,,,,,,12.0,8.125,,11.5,185.0,17.625,,,,17.0,1.11111,,,,6.14062,,7.5,,,3.5625,,,,,6.625,,,,,,,,122.2,,,,,,,,,,,,,,16.875,,,,,,,,,,,,,,,16.61664,,0.90625,,,,,3.53086,3.96875,,,,0.153082,,2.125,13.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-03,18.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.70312,,,,,,,,,,,,,,,,,,,,0.328125,4.35156,,,,,,,5.44531,,2.26852,6.03125,,2.18056,1.875,5.65625,19.0625,20.076483,,,,,,,,,,,,,5.88889,11.875,,,,,5.10204,,,,,,3.5625,1.525,1.56562,2.36719,,,,2.67901,6.4375,4.25,10.40625,,13.54167,13.1875,6.6875,,10.71875,65.57,,,10.28477,,2.2,4.68056,25.5,10.3125,8.87746,,,333.037048,25.125,14.1875,8.66667,,,,,8.55901,7.625,6.77778,14.75,5.6875,18.625,6.87856,19.38,,21.94444,8.36078,2.32091,14.931,8.26562,0.421875,9.38,8.75,,0.61458302,6.625,6.75,4.1875,7.375,9.52778,17.1875,14.69,19.9375,17.5,2.34375,0.78320301,18.044729,5.66667,4.29688,,,15.0,25.28763,8.53125,,,11.75,13.125,0.0068359999,13.96875,26.6875,17.97115,43.83083,26.9375,5.43778,13.65,,,12.0,22.5875,11.4557,16.53125,11.87664,14.025987,16.71875,22.75,13.24525,15.0,5.625,,,4.3133,10.77819,8.726,20.5,,9.85372,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,25.125,13.125,12.068154,,31.41,4.6875,13.75,,,6.5625,3.0063291,,,,,,,,,,,,,4.625,34.75705,12.75254,18.375,32.875,,24.45034,16.33308,2.49922,,16.691,,12.0625,6.96875,,,,,,,,,,,,,,,,,,,,,,,,,,33.25,1.21875,,,,,,,,,,,,22.45833,,5.51562,8.25,,,,13.32528,,,24.8125,,,23.96,42.80231,,28.88,37.34,,,,1.92593,,1.73958,,,,10.5,,,,,7.25,,,,8.78149,22.27543,,,,,,21.875,14.0,16.5,,0.91666698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,12.0,7.625,,11.0,188.75,17.625,,,,17.875,1.11111,,,,5.85938,,7.25,,,3.78125,,,,,6.0,,,,,,,,162.5,,,,,,,,,,,,,,16.875,,,,,,,,,,,,,,,16.34863,,0.890625,,,,,3.65432,4.09375,,,,0.146017,,2.125,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-10,17.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.078125,,,,,,,,,,,,,,,,,,,,0.34151801,4.53125,,,,,,,5.9375,,2.37037,6.6875,,2.22222,1.67969,5.92188,20.0,20.64412,,,,,,,,,,,,,6.055556,12.75,,,,,5.8579,,,,,,3.64062,1.6125,1.62812,2.48438,,,,3.0,6.59375,4.25,11.25,,13.375,12.9375,6.59375,,11.0,65.3625,,,10.21183,,2.43,4.83333,24.75,10.1875,8.64559,,,329.87656,25.75,14.375,8.66667,,,,,8.51466,7.4375,6.61111,15.40625,5.73438,19.4375,7.10587,19.49,,23.38889,8.75357,2.40493,15.1392,8.5625,0.45507801,9.19,9.4375,,0.58333302,6.375,6.75,4.22917,7.5625,9.61111,17.0,14.53,20.5,17.5,2.33984,0.80078101,17.96252,5.54167,4.0,,,15.34,24.62848,8.35938,,,12.0,13.125,0.0068359999,13.875,27.5625,17.97115,43.93068,27.5,5.50661,13.58,,,11.9375,22.81338,11.4557,16.375,11.84953,13.95044,16.78125,22.44,13.054671,14.71875,5.75,,,4.14191,11.017706,8.84512,20.625,,9.94496,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.625,23.875,13.0,12.58112,,33.56,4.70312,13.84375,,,6.6875,2.98199,,,,,,,,,,,,,4.70312,34.43018,12.67618,18.3125,32.375,,24.56275,16.33308,2.36254,,17.199,,12.0,6.89062,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,1.21875,,,,,,,,,,,,22.58333,,5.51562,8.375,,,,13.50294,,,25.75,,,24.17,43.1745,,28.5,37.09,,,,2.037037,,1.75,,,,10.23438,,,,,7.375,,,,8.90262,22.39145,,,,,,22.0,13.6875,16.77778,,0.95833302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.39,,,,,,,,,,,,,,,,,,,,11.5,7.625,,10.5,190.0,18.875,,,,19.5625,1.061728,,,,6.53125,,7.6875,,,3.6875,,,,,7.0,,,,,,,,142.35001,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,16.61664,,0.890625,,,,,3.67901,3.78125,,,,0.14837199,,2.3125,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-17,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.89062,,,,,,,,,,,,,,,,,,,,0.34933001,4.6875,,,,,,,5.80469,,2.22222,6.53125,,2.16667,1.64062,5.85938,19.03125,21.8989,,,,,,,,,,,,,6.0,12.8125,,,,,5.66893,,,,,,3.46094,1.575,1.56875,2.37891,,,,2.81482,6.1875,4.25,11.09375,,13.66667,12.5,6.40625,,11.0,65.3625,,,10.21183,,2.32,4.76389,25.375,10.125,8.44684,,,326.71603,25.125,15.0,8.875,,,,,8.58858,7.3125,6.85185,15.8125,5.046875,18.71875,6.78961,19.38,,23.61111,8.36078,2.32091,15.1392,8.59375,0.42968801,8.75,9.1875,,0.65625,6.875,6.125,4.083333,7.5625,9.30556,17.28125,14.53,20.625,17.625,2.28516,0.765625,18.0036259,5.5,3.92188,,,15.19,26.2464,8.73438,,,12.125,12.0,0.0071614999,13.9375,27.875,17.63419,43.93068,28.0,5.72294,13.98,,,11.71875,22.53103,11.2195,16.25,12.58165,13.64827,17.3125,23.25,13.57876,15.875,6.09375,,,4.65608,11.49674,9.23228,22.5,,9.85372,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,24.875,12.9375,12.28414,,33.56,4.57812,13.25,,,6.875,3.11587,,,,,,,,,,,,,4.60938,33.99435,12.90526,18.0,32.25,,24.1693,16.28588,2.24539,,16.691,,11.6875,6.85938,,,,,,,,,,,,,,,,,,,,,,,,,,33.75,1.375,,,,,,,,,,,,22.41667,,5.39062,8.25,,,,13.1476,,,24.1875,,,23.33,41.68573,,27.0,36.48,,,,2.074074,,1.8125,,,,9.9375,,,,,7.21875,,,,8.84205,21.92738,,,,,,22.0,13.54167,16.55556,,0.96875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,12.0,7.625,,11.125,201.25,18.0,,,,19.1875,1.1358,,,,6.8125,,8.125,,,3.6875,,,,,6.625,,,,,,,,122.2,,,,,,,,,,,,,,18.75,,,,,,,,,,,,,,,17.86735,,0.89843798,,,,,4.24691,4.03125,,,,0.16014799,,2.25,13.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-04-24,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.59375,,,,,,,,,,,,,,,,,,,,0.34151801,5.10938,,,,,,,6.39844,,2.25926,7.28125,,2.21528,1.64062,6.625,20.625,22.61592,,,,,,,,,,,,,7.11111,13.5625,,,,,6.046863,,,,,,3.85156,1.68333,1.55,2.56641,,,,2.79012,6.71875,4.375,12.65625,,13.91667,12.5,6.625,,10.59375,68.6825,,,10.13889,,2.54,4.63889,25.125,10.25,8.71184,,,337.38272,24.0,15.1875,8.83333,,,,,8.8251,7.375,6.85185,16.25,4.54688,18.6875,6.84891,19.38,,23.94444,8.83774,2.49944,15.49612,9.085938,0.46875,8.94,9.29688,,0.66666698,7.125,6.375,3.95833,7.3125,9.27778,17.46875,14.53,20.8125,17.5,2.39453,0.734375,18.20915,5.59375,3.60938,,,15.25,27.14525,8.78125,,,12.4375,11.9375,0.0078125,14.625,27.5,17.80267,44.72942,28.875,5.75244,13.67,,,11.59375,22.41809,11.1014,16.8125,12.44607,13.69863,17.375,23.69,13.34054,15.71875,5.71875,,,4.94173,11.017706,9.14294,22.5,,9.89934,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.875,24.125,12.875,12.47313,,33.66,4.57812,12.0625,,,6.8125,3.39581,,,,,,,,,,,,,4.59375,34.43018,12.59981,18.25,32.75,,24.56275,16.66352,2.43088,,16.922,,11.3125,6.95312,,,,,,,,,,,,,,,,,,,,,,,,,,33.875,1.59375,,,,,,,,,,,,22.58333,,5.375,8.1875,,,,12.96993,,,24.5625,,,23.08,41.23909,,28.25,37.96,,,,1.96296,,1.85417,,,,10.34375,,,,,7.59375,,,,8.90262,22.043398,,,,,,21.75,13.0625,16.38889,,0.97395802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.67,,,,,,,,,,,,,,,,,,,,11.5,7.25,,10.75,197.5,19.75,,,,24.90625,1.62963,,,,7.53125,,9.0625,,,4.09375,,,,,7.0,,,,,,,,122.2,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,19.29674,,0.875,,,,,4.5679,4.28125,,,,0.193119,,2.375,13.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-05-01,17.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1875,,,,,,,,,,,,,,,,,,,,0.34709799,5.0,,,,,,,6.78906,,2.26852,6.71875,,2.3125,1.58594,6.89062,21.09375,22.25741,,,,,,,,,,,,,6.97222,13.4375,,,,,6.37755,,,,,,3.82812,1.7,1.61875,2.83594,,,,2.66667,7.0,4.20833,12.3125,,14.41667,13.1875,6.75,,11.40625,70.7575,,,10.2483,,2.52,4.58333,25.375,10.5625,9.27496,,,342.91357,24.1875,15.5,8.66667,,,,,8.75118,7.5,6.88889,16.375,4.4375,18.6875,6.90821,20.12,,24.16667,9.03413,2.54145,15.76381,9.375,0.53320301,8.88,9.1875,,0.70833302,7.5,6.25,4.0,7.0,9.16667,17.59375,14.88,22.1875,18.1875,2.39844,0.83203101,17.7159,5.38542,3.32812,,,15.44,27.20518,9.0,,,12.4375,12.4375,0.008138,13.9375,27.4375,18.64507,45.82768,29.25,5.80161,13.75,,,11.4375,22.079281,11.1014,17.03125,12.5003,12.64102,17.75,24.38,13.48347,16.125,5.65625,,,4.8846,11.13746,9.053595,22.25,,9.67124,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,24.25,12.6875,12.95909,,31.22,4.85938,11.625,,,6.8125,3.60273,,,,,,,,,,,,,4.67188,35.083912,12.75254,18.3125,33.0,,24.9,16.99396,2.28444,,17.752,,11.25,6.875,,,,,,,,,,,,,,,,,,,,,,,,,,36.25,1.8125,,,,,,,,,,,,23.83333,,5.5,8.25,,,,13.50294,,,24.4375,,,23.33,41.68573,,28.38,37.65,,,,2.009259,,1.75,,,,10.53125,,,,,7.9375,,,,9.26599,22.39145,,,,,,21.5,13.0,16.22222,,0.94791698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.85,,,,,,,,,,,,,,,,,,,,12.5,7.0,,10.875,210.0,21.0,,,,24.25,1.50617,,,,7.625,,10.5,,,4.0625,,,,,7.0,,,,,,,,122.2,,,,,,,,,,,,,,19.5,,,,,,,,,,,,,,,18.49271,,0.9375,,,,,4.32099,4.15625,,,,0.195474,,2.375,13.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-05-08,17.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75,,,,,,,,,,,,,,,,,,,,0.38950899,5.046875,,,,,,,6.79297,,2.40741,7.013672,,2.5,1.85156,7.39062,21.625,22.55617,,,,,,,,,,,,,7.33333,14.3125,,,,,6.51927,,,,,,4.15625,1.75833,1.59687,2.80078,,,,2.7037,7.5,3.83333,13.28125,,15.0,13.5,7.0625,,11.6875,70.135,,,10.28477,,2.66,4.69444,25.625,11.0,9.53996,,,359.90125,25.0625,15.76562,8.625,,,,,8.8251,7.8125,7.0,16.1875,4.73438,17.71875,6.48324,19.16,,25.33333,8.61329,2.49944,15.5556,9.03125,0.51757801,9.31,9.51562,,0.70833302,8.25,6.5,4.20833,7.25,9.83333,17.34375,14.75,22.1875,18.4375,2.45703,0.91015601,17.88031,5.89583,3.73438,,,15.16,27.74449,8.90625,,6.27,12.875,12.9375,0.0084635001,15.71875,27.3125,18.58891,47.12563,29.5625,5.9196,14.52,,,11.46875,22.30516,11.18997,17.59375,12.87992,12.69138,17.46875,23.69,13.67405,15.78125,5.78125,,,4.91316,11.49674,9.083377,22.625,,10.40115,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,22.625,12.71875,11.3662,,34.97,5.03125,12.4375,,,7.1875,3.91918,,,,,,,,,,,,,4.6875,34.866,12.67618,18.6875,33.0,,25.57449,17.041162,2.59684,,17.521,,11.875,6.98438,,,,,,,,,,,,,,,,,,,,,,,,,,36.5,1.875,,,,,,,,,,,,23.41667,,5.40625,8.3125,,,,13.23644,,,23.0,,,24.46,43.69557,,27.88,40.3,,,,2.018519,,1.77083,,,,12.0,,,,,7.90625,,,,9.81105,23.087559,,,,,,21.625,13.041667,16.38889,,0.95833302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79,,,,,,,,,,,,,,,,,,,,11.75,6.75,,10.375,192.5,21.125,,,,25.625,1.48148,,,,7.5,,10.875,,,3.90625,,,,,8.25,,,,,,,,122.2,,,,,,,,,,,,,,19.125,,,,,,,,,,,,,,,19.29674,,0.96875,,,,,4.34568,4.15625,,,,0.20254,,2.625,13.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
